04	14	05	07	06	04	13	01
10	11	08	13	12	11	11	15
09	04	01	10	07	10	04	13
02	12	13	01	01	00	01	00
13	06	10	00	05	07	03	05
08	13	03	08	15	02	15	07
00	15	04	09	13	01	05	10
14	10	02	15	08	13	09	04
06	02	14	14	04	03	00	09
11	03	15	04	10	06	10	02
01	08	12	06	09	08	14	03
12	01	07	12	14	05	07	14
07	00	06	11	00	09	06	06
15	07	00	02	03	12	08	11
05	05	09	05	11	15	02	08
03	09	11	03	02	14	12	12
